x_values,total_1,total_2
6327,7165,4477
6328,7159,4474
6329,7160,4474
6330,7163,4480
6331,7163,4481
6332,7164,4486
6333,7161,4491
6334,7163,4492
6335,7162,4496
6336,7159,4491
6337,7160,4491
6338,7158,4492
6339,7159,4492
6340,7157,4489
6341,7152,4485
6342,7158,4485
6343,7152,4490
6344,7154,4489
6345,7160,4493
6346,7154,4495
6347,7149,4495
6348,7154,4493
6349,7161,4488
6350,7156,4494
6351,7152,4498
6352,7149,4494
6353,7154,4492
6354,7151,4497
6355,7154,4492
6356,7149,4492
6357,7150,4488
6358,7155,4492
6359,7162,4492
6360,7158,4494
6361,7155,4500
6362,7157,4505
6363,7161,4501
6364,7167,4500
6365,7163,4504
6366,7166,4501
6367,7166,4505
6368,7168,4511
6369,7173,4508
6370,7168,4510
6371,7164,4516
6372,7164,4519
6373,7162,4514
6374,7169,4510
6375,7163,4505
6376,7161,4500
6377,7156,4495
6378,7154,4493
6379,7159,4497
6380,7161,4501
6381,7165,4497
6382,7160,4501
6383,7166,4500
6384,7174,4502
6385,7168,4499
6386,7168,4504
6387,7163,4501
6388,7169,4502
6389,7164,4507
6390,7165,4511
6391,7168,4507
6392,7167,4508
6393,7173,4506
6394,7169,4504
6395,7171,4505
6396,7173,4511
6397,7167,4515
6398,7163,4513
6399,7171,4512
6400,7170,4518
6401,7175,4523
6402,7176,4524
6403,7183,4521
6404,7185,4516
6405,7180,4513
6406,7180,4508
6407,7188,4506
6408,7193,4507
6409,7190,4508
6410,7191,4504
6411,7194,4505
6412,7189,4507
6413,7186,4511
6414,7190,4509
6415,7186,4511
6416,7188,4516
6417,7190,4520
6418,7189,4521
6419,7193,4520
6420,7188,4517
6421,7195,4518
6422,7203,4517
6423,7206,4523
6424,7211,4529
6425,7209,4531
6426,7212,4532
6427,7208,4527
6428,7211,4532
6429,7217,4535
6430,7217,4539
6431,7221,4534
6432,7221,4538
6433,7219,4544
6434,7222,4545
6435,7224,4549
6436,7221,4549
6437,7218,4549
6438,7214,4551
6439,7210,4553
6440,7215,4550
6441,7221,4555
6442,7227,4550
6443,7232,4555
6444,7233,4557
6445,7228,4557
6446,7232,4556
6447,7238,4560
6448,7233,4557
6449,7230,4558
6450,7228,4558
6451,7231,4559
6452,7234,4564
6453,7238,4567
6454,7234,4565
6455,7242,4567
6456,7248,4564
6457,7244,4567
6458,7245,4568
6459,7248,4568
6460,7252,4574
6461,7257,4574
6462,7252,4570
6463,7246,4571
6464,7250,4576
6465,7257,4571
6466,7255,4573
6467,7252,4573
6468,7255,4577
6469,7250,4578
6470,7244,4578
6471,7243,4583
6472,7244,4587
6473,7252,4591
6474,7257,4593
6475,7257,4589
6476,7261,4585
6477,7268,4589
6478,7268,4589
6479,7276,4584
6480,7282,4588
6481,7276,4588
6482,7282,4586
6483,7284,4581
6484,7281,4577
6485,7282,4581
6486,7278,4578
6487,7272,4578
6488,7268,4577
6489,7265,4578
6490,7262,4579
6491,7259,4580
6492,7257,4577
6493,7255,4572
6494,7254,4569
6495,7253,4569
6496,7247,4572
6497,7245,4569
6498,7247,4569
6499,7254,4564
6500,7255,4568
6501,7253,4564
6502,7250,4566
6503,7253,4563
6504,7258,4564
6505,7252,4560
6506,7258,4565
6507,7258,4562
6508,7253,4566
6509,7256,4564
6510,7259,4565
6511,7260,4561
6512,7258,4560
6513,7258,4564
6514,7264,4566
6515,7270,4566
6516,7265,4563
6517,7270,4568
6518,7266,4564
6519,7262,4561
6520,7261,4559
6521,7267,4554
6522,7272,4554
6523,7271,4556
6524,7273,4562
6525,7267,4562
6526,7264,4560
6527,7265,4557
6528,7259,4553
6529,7262,4558
6530,7257,4559
6531,7252,4562
6532,7259,4560
6533,7259,4555
6534,7257,4551
6535,7251,4553
6536,7252,4553
6537,7253,4559
6538,7250,4562
6539,7247,4561
6540,7248,4561
6541,7246,4558
6542,7247,4558
6543,7250,4560
6544,7254,4566
6545,7259,4564
6546,7259,4560
6547,7266,4560
6548,7261,4562
6549,7257,4560
6550,7252,4555
6551,7254,4554
6552,7261,4557
6553,7265,4553
6554,7265,4559
6555,7259,4555
6556,7253,4558
6557,7258,4555
6558,7266,4561
6559,7261,4557
6560,7268,4562
6561,7266,4561
6562,7268,4561
6563,7264,4564
6564,7259,4568
6565,7260,4573
6566,7266,4574
6567,7273,4573
6568,7280,4577
6569,7282,4580
6570,7280,4585
6571,7283,4591
6572,7289,4597
6573,7297,4599
6574,7299,4598
6575,7293,4602
6576,7288,4603
6577,7291,4606
6578,7289,4612
6579,7285,4614
6580,7282,4620
6581,7280,4626
6582,7279,4622
6583,7279,4617
6584,7279,4618
6585,7274,4624
6586,7268,4621
6587,7274,4622
6588,7279,4618
6589,7277,4614
6590,7281,4620
6591,7283,4625
6592,7277,4625
6593,7277,4628
6594,7275,4626
6595,7282,4631
6596,7289,4636
6597,7295,4632
6598,7295,4633
6599,7289,4628
6600,7296,4626
6601,7291,4631
6602,7298,4627
6603,7299,4625
6604,7300,4629
6605,7294,4625
6606,7290,4623
6607,7292,4623
6608,7293,4621
6609,7301,4624
6610,7306,4629
6611,7303,4635
6612,7305,4641
6613,7307,4645
6614,7312,4645
6615,7316,4640
6616,7318,4638
6617,7324,4643
6618,7331,4643
6619,7330,4647
6620,7331,4644
6621,7332,4649
6622,7336,4653
6623,7331,4652
6624,7334,4651
6625,7339,4649
6626,7344,4646
6627,7341,4644
6628,7342,4644
6629,7349,4650
6630,7346,4648
6631,7349,4654
6632,7351,4658
6633,7353,4660
6634,7355,4658
6635,7356,4663
6636,7364,4660
6637,7362,4655
6638,7369,4652
6639,7367,4647
6640,7363,4648
6641,7366,4649
6642,7360,4648
6643,7358,4644
6644,7366,4643
6645,7365,4641
6646,7360,4636
6647,7359,4639
6648,7366,4640
6649,7373,4646
6650,7378,4650
6651,7375,4654
6652,7375,4656
6653,7374,4656
6654,7378,4653
6655,7386,4654
6656,7390,4655
6657,7396,4661
6658,7391,4666
6659,7393,4672
6660,7396,4671
6661,7397,4675
6662,7394,4672
6663,7397,4678
6664,7400,4675
6665,7403,4671
6666,7403,4677
6667,7411,4672
6668,7408,4667
6669,7406,4670
6670,7413,4669
6671,7407,4673
6672,7410,4671
6673,7414,4673
6674,7410,4671
6675,7405,4670
6676,7400,4672
6677,7395,4676
6678,7397,4677
6679,7402,4680
6680,7403,4683
6681,7405,4688
6682,7403,4689
6683,7403,4686
6684,7410,4686
6685,7415,4686
6686,7414,4685
6687,7419,4686
6688,7416,4691
6689,7423,4693
6690,7431,4696
6691,7430,4696
6692,7428,4699
6693,7427,4701
6694,7421,4706
6695,7429,4707
6696,7425,4706
6697,7423,4712
6698,7429,4708
6699,7425,4709
6700,7420,4710
6701,7422,4714
6702,7425,4714
6703,7424,4715
6704,7425,4711
6705,7422,4716
6706,7428,4720
6707,7436,4720
6708,7435,4716
6709,7435,4713
6710,7435,4717
6711,7434,4712
6712,7428,4718
6713,7428,4714
6714,7426,4716
6715,7420,4714
6716,7425,4712
6717,7422,4714
6718,7423,4713
6719,7425,4709
6720,7430,4707
6721,7430,4703
6722,7430,4701
6723,7425,4701
6724,7431,4706
6725,7430,4711
6726,7432,4715
6727,7438,4713
6728,7433,4717
6729,7435,4715
6730,7432,4720
6731,7435,4724
6732,7429,4723
6733,7429,4718
6734,7429,4716
6735,7426,4716
6736,7432,4711
6737,7438,4715
6738,7446,4712
6739,7448,4718
6740,7446,4721
6741,7446,4726
6742,7441,4729
6743,7442,4732
6744,7438,4732
6745,7437,4735
6746,7442,4741
6747,7440,4739
6748,7440,4739
6749,7443,4737
6750,7451,4737
6751,7451,4741
6752,7453,4742
6753,7448,4743
6754,7448,4742
6755,7451,4742
6756,7458,4746
6757,7465,4742
6758,7465,4748
6759,7459,4753
6760,7455,4750
6761,7453,4751
6762,7452,4751
6763,7447,4751
6764,7444,4756
6765,7448,4755
6766,7454,4758
6767,7455,4753
6768,7450,4749
6769,7453,4747
6770,7458,4751
6771,7455,4747
6772,7463,4744
6773,7460,4744
6774,7456,4745
6775,7454,4747
6776,7460,4747
6777,7460,4746
6778,7467,4742
6779,7463,4738
6780,7465,4733
6781,7469,4739
6782,7473,4744
6783,7468,4740
6784,7474,4740
6785,7468,4741
6786,7476,4744
6787,7470,4743
6788,7469,4742
6789,7466,4742
6790,7468,4748
6791,7468,4754
6792,7467,4755
6793,7466,4759
6794,7464,4763
6795,7472,4762
6796,7474,4762
6797,7480,4764
6798,7478,4770
6799,7479,4770
6800,7483,4768
6801,7480,4773
6802,7488,4777
6803,7489,4783
6804,7488,4784
6805,7488,4783
6806,7494,4785
6807,7494,4789
6808,7492,4787
6809,7487,4784
6810,7495,4786
6811,7499,4790
6812,7496,4791
6813,7497,4795
6814,7496,4798
6815,7502,4795
6816,7497,4796
6817,7505,4799
6818,7502,4800
6819,7504,4803
6820,7502,4805
6821,7502,4808
6822,7499,4804
6823,7493,4809
6824,7495,4804
6825,7496,4803
6826,7491,4803
6827,7493,4800
6828,7493,4802
6829,7491,4807
6830,7498,4808
6831,7493,4805
6832,7490,4801
6833,7484,4796
6834,7488,4800
6835,7482,4805
6836,7483,4804
6837,7478,4803
6838,7485,4801
6839,7493,4802
6840,7492,4798
6841,7486,4803
6842,7493,4799
6843,7497,4804
6844,7494,4805
6845,7489,4804
6846,7491,4807
6847,7496,4813
6848,7497,4813
6849,7499,4810
6850,7505,4807
6851,7505,4807
6852,7506,4809
6853,7500,4809
6854,7496,4805
6855,7493,4811
6856,7493,4816
6857,7492,4814
6858,7497,4819
6859,7505,4815
6860,7499,4818
6861,7507,4820
6862,7503,4823
6863,7500,4824
6864,7506,4825
6865,7512,4821
6866,7510,4825
6867,7510,4821
6868,7514,4821
6869,7515,4819
6870,7513,4820
6871,7521,4824
6872,7518,4821
6873,7518,4817
6874,7514,4818
6875,7512,4822
6876,7509,4818
6877,7511,4821
6878,7515,4823
6879,7522,4829
6880,7525,4829
6881,7524,4829
6882,7520,4824
6883,7527,4830
6884,7522,4828
6885,7523,4828
6886,7521,4826
6887,7519,4826
6888,7524,4829
6889,7521,4829
6890,7526,4832
6891,7529,4837
6892,7523,4842
6893,7530,4844
6894,7526,4843
6895,7529,4840
6896,7533,4838
6897,7539,4843
6898,7539,4842
6899,7543,4839
6900,7539,4840
6901,7545,4835
6902,7549,4836
6903,7551,4836
6904,7549,4832
6905,7549,4831
6906,7547,4827
6907,7555,4825
6908,7559,4828
6909,7563,4826
6910,7567,4832
6911,7575,4831
6912,7581,4832
6913,7578,4827
6914,7585,4824
6915,7583,4827
6916,7586,4833
6917,7585,4839
6918,7580,4838
6919,7575,4841
6920,7572,4845
6921,7578,4840
6922,7577,4845
6923,7583,4846
6924,7578,4846
6925,7578,4851
6926,7584,4857
6927,7586,4859
6928,7583,4864
6929,7578,4867
6930,7586,4869
6931,7588,4864
6932,7587,4861
6933,7593,4856
6934,7596,4853
6935,7597,4857
6936,7604,4863
6937,7607,4868
6938,7611,4872
6939,7610,4873
6940,7608,4878
6941,7607,4878
6942,7610,4874
6943,7615,4877
6944,7614,4881
6945,7619,4881
6946,7617,4881
6947,7623,4879
6948,7623,4879
6949,7627,4875
6950,7628,4870
6951,7625,4869
6952,7630,4868
6953,7636,4865
6954,7634,4869
6955,7632,4874
6956,7633,4874
6957,7632,4874
6958,7640,4869
6959,7645,4871
6960,7650,4873
6961,7658,4877
6962,7663,4874
6963,7662,4877
6964,7659,4872
6965,7659,4874
6966,7658,4880
6967,7660,4879
6968,7660,4877
6969,7657,4877
6970,7660,4880
6971,7659,4880
6972,7665,4886
6973,7664,4888
6974,7658,4893
6975,7662,4894
6976,7666,4890
6977,7674,4891
6978,7676,4896
6979,7681,4896
6980,7677,4897
6981,7678,4900
6982,7678,4897
6983,7673,4901
6984,7674,4898
6985,7668,4895
6986,7673,4897
6987,7678,4895
6988,7676,4894
6989,7675,4890
6990,7670,4888
6991,7672,4884
6992,7673,4890
6993,7679,4895
6994,7676,4892
6995,7676,4890
6996,7674,4887
6997,7676,4886
6998,7679,4885
6999,7685,4887
7000,7680,4885
7001,7688,4883
7002,7693,4889
7003,7687,4886
7004,7681,4883
7005,7686,4884
7006,7680,4887
7007,7677,4890
7008,7671,4885
7009,7670,4880
7010,7668,4877
7011,7676,4881
7012,7677,4885
7013,7681,4887
7014,7681,4889
7015,7686,4887
7016,7689,4888
7017,7697,4893
7018,7699,4898
7019,7704,4903
7020,7704,4902
7021,7710,4900
7022,7711,4901
7023,7707,4907
7024,7715,4910
7025,7719,4909
7026,7718,4908
7027,7719,4910
7028,7721,4911
7029,7715,4916
7030,7721,4921
7031,7715,4921
7032,7710,4919
7033,7717,4922
7034,7717,4920
7035,7721,4917
7036,7715,4914
7037,7712,4910
7038,7716,4914
7039,7711,4918
7040,7711,4916
7041,7712,4919
7042,7714,4925
7043,7718,4929
7044,7717,4935
7045,7715,4930
7046,7712,4930
7047,7717,4934
7048,7713,4937
7049,7710,4937
7050,7708,4933
7051,7705,4934
7052,7707,4930
7053,7708,4933
7054,7710,4937
7055,7712,4937
7056,7712,4933
7057,7719,4930
7058,7720,4931
7059,7723,4935
7060,7721,4934
7061,7729,4938
7062,7723,4933
7063,7725,4931
7064,7720,4933
7065,7717,4929
7066,7723,4929
7067,7724,4928
7068,7732,4934
7069,7727,4929
7070,7729,4929
7071,7736,4930
7072,7740,4928
7073,7747,4928
7074,7753,4924
7075,7757,4919
7076,7753,4925
7077,7747,4927
7078,7753,4933
7079,7755,4933
7080,7762,4928
7081,7764,4932
7082,7764,4935
7083,7770,4941
7084,7770,4943
7085,7775,4948
7086,7772,4951
7087,7766,4953
7088,7768,4955
7089,7772,4952
7090,7779,4948
7091,7776,4945
7092,7778,4944
7093,7782,4942
7094,7787,4939
7095,7785,4935
7096,7787,4940
7097,7785,4940
7098,7787,4944
7099,7784,4939
7100,7788,4936
7101,7792,4938
7102,7792,4936
7103,7795,4939
7104,7795,4937
7105,7802,4938
7106,7803,4937
7107,7801,4941
7108,7805,4937
7109,7802,4938
7110,7807,4934
7111,7813,4932
7112,7813,4933
7113,7817,4932
7114,7815,4934
7115,7813,4933
7116,7809,4935
7117,7817,4939
7118,7822,4934
7119,7826,4929
7120,7820,4925
7121,7828,4930
7122,7824,4927
7123,7828,4922
7124,7830,4922
7125,7827,4924
7126,7835,4930
7127,7843,4928
7128,7844,4931
7129,7847,4934
7130,7847,4939
7131,7853,4939
7132,7849,4935
7133,7848,4941
7134,7843,4938
7135,7840,4936
7136,7844,4938
7137,7850,4938
7138,7846,4935
7139,7849,4936
7140,7852,4939
7141,7849,4934
7142,7856,4931
7143,7864,4926
7144,7868,4927
7145,7875,4932
7146,7881,4928
7147,7879,4929
7148,7887,4929
7149,7887,4930
7150,7884,4927
7151,7888,4924
7152,7887,4927
7153,7885,4930
7154,7881,4933
7155,7876,4929
7156,7882,4933
7157,7876,4936
7158,7875,4933
7159,7883,4932
7160,7877,4936
7161,7877,4942
7162,7872,4942
7163,7876,4938
7164,7875,4936
7165,7883,4941
7166,7882,4940
7167,7877,4937
7168,7877,4938
7169,7873,4933
7170,7880,4933
7171,7884,4928
7172,7889,4927
7173,7893,4932
7174,7899,4930
7175,7907,4927
7176,7913,4929
7177,7920,4929
7178,7918,4926
7179,7920,4923
7180,7925,4920
7181,7919,4920
7182,7916,4920
7183,7912,4924
7184,7909,4923
7185,7912,4919
7186,7910,4916
7187,7918,4918
7188,7912,4923
7189,7908,4924
7190,7908,4928
7191,7905,4934
7192,7901,4936
7193,7901,4934
7194,7902,4931
7195,7908,4927
7196,7906,4927
7197,7901,4923
7198,7897,4926
7199,7894,4923
7200,7900,4921
7201,7900,4919
7202,7904,4924
7203,7904,4927
7204,7912,4932
7205,7908,4929
7206,7916,4928
7207,7913,4926
7208,7914,4928
7209,7918,4932
7210,7916,4932
7211,7917,4930
7212,7925,4931
7213,7933,4930
7214,7938,4927
7215,7940,4932
7216,7940,4933
7217,7936,4930
7218,7941,4928
7219,7935,4933
7220,7936,4933
7221,7934,4937
7222,7934,4932
7223,7934,4936
7224,7933,4937
7225,7931,4938
7226,7935,4934
7227,7943,4935
7228,7939,4931
7229,7939,4929
7230,7933,4931
7231,7929,4935
7232,7930,4934
7233,7930,4930
7234,7935,4934
7235,7940,4933
7236,7946,4934
7237,7941,4931
7238,7947,4929
7239,7951,4929
7240,7949,4933
7241,7957,4938
7242,7951,4939
7243,7953,4940
7244,7956,4935
7245,7951,4930
7246,7948,4929
7247,7949,4924
7248,7951,4919
7249,7951,4923
7250,7952,4925
7251,7959,4921
7252,7955,4921
7253,7961,4927
7254,7961,4927
7255,7966,4929
7256,7964,4930
7257,7965,4935
7258,7972,4939
7259,7976,4941
7260,7977,4940
7261,7980,4945
7262,7977,4943
7263,7972,4944
7264,7975,4948
7265,7973,4948
7266,7976,4954
7267,7976,4960
7268,7980,4958
7269,7976,4957
7270,7978,4956
7271,7975,4961
7272,7974,4961
7273,7973,4965
7274,7976,4965
7275,7978,4964
7276,7986,4961
7277,7990,4958
7278,7993,4953
7279,7995,4955
7280,7991,4961
7281,7986,4966
7282,7986,4972
7283,7985,4973
7284,7983,4971
7285,7988,4977
7286,7986,4978
7287,7993,4980
7288,7996,4979
7289,8004,4974
7290,7999,4970
7291,8002,4971
7292,8000,4968
7293,8006,4963
7294,8006,4958
7295,8012,4963
7296,8008,4962
7297,8012,4967
7298,8006,4966
7299,8014,4968
7300,8009,4967
7301,8003,4966
7302,7998,4962
7303,8001,4962
7304,8003,4963
7305,8000,4963
7306,8006,4966
7307,8005,4961
7308,8008,4957
7309,8002,4952
7310,8005,4956
7311,8003,4958
7312,8004,4959
7313,8002,4965
7314,8001,4965
7315,8000,4964
7316,7994,4959
7317,7991,4955
7318,7986,4959
7319,7987,4962
7320,7986,4966
7321,7983,4966
7322,7977,4963
7323,7979,4959
7324,7977,4962
7325,7971,4959
7326,7978,4965
7327,7983,4960
7328,7991,4962
7329,7999,4967
7330,7997,4963
7331,8004,4958
7332,8008,4960
7333,8011,4962
7334,8008,4962
7335,8009,4966
7336,8008,4964
7337,8013,4970
7338,8021,4971
7339,8019,4971
7340,8015,4969
7341,8022,4970
7342,8017,4976
7343,8013,4972
7344,8007,4968
7345,8004,4974
7346,8004,4971
7347,8009,4967
7348,8007,4963
7349,8011,4969
7350,8017,4967
7351,8013,4973
7352,8015,4969
7353,8018,4969
7354,8012,4965
7355,8006,4967
7356,8006,4966
7357,8006,4971
7358,8002,4966
7359,8009,4972
7360,8015,4973
7361,8021,4977
7362,8022,4975
7363,8023,4974
7364,8017,4978
7365,8015,4977
7366,8021,4983
7367,8016,4988
7368,8024,4989
7369,8026,4986
7370,8030,4984
7371,8028,4983
7372,8029,4987
7373,8028,4992
7374,8034,4992
7375,8033,4989
7376,8028,4988
7377,8031,4983
7378,8037,4978
7379,8036,4982
7380,8037,4978
7381,8037,4983
7382,8034,4978
7383,8038,4978
7384,8043,4974
7385,8044,4971
7386,8046,4977
7387,8048,4978
7388,8054,4977
7389,8054,4983
7390,8061,4987
7391,8060,4989
7392,8063,4995
7393,8069,4996
7394,8074,5001
7395,8074,5007
7396,8081,5012
7397,8075,5009
7398,8079,5013
7399,8077,5009
7400,8073,5007
7401,8074,5006
7402,8075,5012
7403,8080,5015
7404,8087,5014
7405,8085,5010
7406,8090,5013
7407,8097,5010
7408,8093,5011
7409,8094,5012
7410,8098,5008
7411,8106,5014
7412,8109,5014
7413,8115,5018
7414,8118,5017
7415,8115,5018
7416,8113,5024
7417,8119,5030
7418,8114,5027
7419,8117,5023
7420,8125,5022
7421,8130,5026
7422,8138,5028
7423,8143,5031
7424,8144,5032
7425,8143,5029
7426,8139,5031
7427,8135,5035
7428,8130,5031
7429,8132,5027
7430,8128,5027
7431,8123,5031
7432,8125,5036
7433,8119,5036
7434,8118,5041
7435,8124,5040
7436,8132,5042
7437,8126,5042
7438,8133,5040
7439,8133,5039
7440,8127,5040
7441,8126,5036
7442,8134,5036
7443,8130,5033
7444,8124,5037
7445,8126,5042
7446,8123,5048
7447,8130,5049
7448,8126,5053
7449,8128,5053
7450,8136,5059
7451,8144,5055
7452,8139,5059
7453,8142,5057
7454,8136,5060
7455,8139,5055
7456,8138,5051
7457,8142,5046
7458,8140,5048
7459,8138,5043
7460,8144,5041
7461,8150,5043
7462,8158,5044
7463,8161,5039
7464,8157,5040
7465,8164,5037
7466,8163,5041
7467,8161,5044
7468,8168,5040
7469,8176,5037
7470,8183,5041
7471,8185,5047
7472,8184,5044
7473,8180,5041
7474,8181,5036
7475,8179,5031
7476,8176,5031
7477,8180,5030
7478,8175,5026
7479,8176,5025
7480,8174,5023
7481,8173,5019
7482,8172,5014
7483,8172,5017
7484,8172,5021
7485,8171,5022
7486,8177,5020
7487,8180,5022
7488,8181,5023
7489,8182,5022
7490,8179,5018
7491,8182,5023
7492,8176,5022
7493,8170,5022
7494,8165,5017
7495,8162,5021
7496,8160,5027
7497,8154,5024
7498,8148,5026
7499,8156,5023
7500,8155,5029
7501,8149,5035
7502,8155,5039
7503,8155,5038
7504,8151,5036
7505,8152,5040
7506,8152,5040
7507,8146,5038
7508,8141,5041
7509,8136,5038
7510,8140,5043
7511,8148,5046
7512,8152,5049
7513,8154,5047
7514,8152,5046
7515,8160,5044
7516,8157,5045
7517,8164,5047
7518,8161,5047
7519,8159,5047
7520,8153,5044
7521,8161,5049
7522,8156,5047
7523,8164,5049
7524,8161,5050
7525,8156,5056
7526,8159,5059
7527,8156,5054
7528,8157,5049
7529,8165,5048
7530,8167,5053
7531,8162,5048
7532,8156,5044
7533,8158,5040
7534,8157,5038
7535,8160,5035
7536,8159,5038
7537,8161,5034
7538,8169,5035
7539,8170,5035
7540,8164,5034
7541,8167,5032
7542,8167,5033
7543,8172,5038
7544,8180,5044
7545,8181,5042
7546,8177,5037
7547,8172,5043
7548,8175,5042
7549,8181,5047
7550,8184,5050
7551,8190,5049
7552,8189,5053
7553,8187,5056
7554,8192,5060
7555,8191,5066
7556,8192,5063
7557,8200,5066
7558,8195,5061
7559,8191,5059
7560,8188,5059
